"Review ID","Member ID","Book ID","Percentage Completed","Review Rating"
2,002326C3-A6BA-498D-B4F8-8D1FAACFB4EB,130600464,1.0000,4
3,002326C3-A6BA-498D-B4F8-8D1FAACFB4EB,130600465,0.1200,4
4,002326C3-A6BA-498D-B4F8-8D1FAACFB4EB,141008163,0.5300,4
5,002326C3-A6BA-498D-B4F8-8D1FAACFB4EB,141008164,1.0000,4
8,00676026-9C48-4198-B3F1-303EC7622565,160901022,0.4700,5
9,00676026-9C48-4198-B3F1-303EC7622565,161205146,0.0200,5
10,00676026-9C48-4198-B3F1-303EC7622565,170101806,1.0000,4
11,00806AD8-3ABA-4486-88F3-14309C11884D,140114286,0.9800,4
12,00921522-6235-4BCD-8C19-6DD6D6A8152D,140306385,0.9800,5
13,00921522-6235-4BCD-8C19-6DD6D6A8152D,140306386,0.9000,5
14,00921522-6235-4BCD-8C19-6DD6D6A8152D,140503729,0.9000,5
15,00A40CDA-F3AF-4194-A4AF-3BE5F8ECB2A0,160303792,1.0000,5
17,00B385AD-7347-4AD3-8D48-B72C88AE72C3,160403043,0.9700,5
18,00C787F1-D966-45A3-9958-C7C55B270359,140600122,0.0100,4
19,00C787F1-D966-45A3-9958-C7C55B270359,170108973,0.0100,5
22,00ECB55C-41D9-465B-A382-DB1BCD22870D,141004955,0.7200,5
25,01161C06-8DD1-4F9E-AE6B-8769411FCF66,130501947,0.0000,4
26,01161C06-8DD1-4F9E-AE6B-8769411FCF66,161004779,1.0000,5
27,0152C771-A931-49D3-AD29-74588CCF4B67,140801322,0.9600,3
31,018788DB-0171-4BF3-8C01-348FBF777660,141102284,0.6900,1
32,018788DB-0171-4BF3-8C01-348FBF777660,141102285,0.6000,1
33,018788DB-0171-4BF3-8C01-348FBF777660,141102286,1.0000,1
34,019EF812-5FE9-4C1E-9EE1-1F672B4BCC6C,160303792,0.0000,5
35,01A0B650-5973-4B25-B59D-6DCC9AE982F9,141000649,0.2500,5
36,01E3CD54-ECD8-44F2-8515-2A61B2DF61A1,161205030,0.7300,5
37,01FB7B39-A44A-4CFA-BAC1-282825A07CB9,150802637,0.6300,3
39,02115A19-7B31-4D72-8D79-9508DD0BAB60,130703069,1.0000,4
40,0247B729-8D94-42C1-BB2E-5B3DBC248C4C,160305275,0.0000,5
41,0247B729-8D94-42C1-BB2E-5B3DBC248C4C,160813334,0.5300,1
42,024C3288-4568-45F8-9ACA-AB1959E78E4D,161103285,1.0000,5
43,024C3288-4568-45F8-9ACA-AB1959E78E4D,170100574,1.0000,5
44,024C3288-4568-45F8-9ACA-AB1959E78E4D,170100576,1.0000,2
45,024C3288-4568-45F8-9ACA-AB1959E78E4D,170104883,1.0000,4
46,028773F7-4CB3-42CB-93B5-B7CA4C2D9C8C,131100762,0.9900,5
47,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114149,1.0000,4
48,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114150,0.8000,4
49,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114151,0.9900,4
50,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114152,1.0000,4
51,02E30AF5-8AA3-4052-A5C5-1605DF381828,140600122,1.0000,5
52,02E30AF5-8AA3-4052-A5C5-1605DF381828,150601763,1.0000,4
53,02E30AF5-8AA3-4052-A5C5-1605DF381828,150800001,1.0000,5
54,02E30AF5-8AA3-4052-A5C5-1605DF381828,150901380,1.0000,5
55,02E30AF5-8AA3-4052-A5C5-1605DF381828,161205078,1.0000,5
57,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,160815067,0.0500,5
58,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,161106044,1.0000,5
59,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,170200676,1.0000,1
62,02FAAA42-79BD-4617-8AE3-42BE8199BF2F,140702603,1.0000,4
63,037F7C1A-AFAD-4D2B-A098-4DCE8036FEBB,150102782,0.9900,4
64,037F7C1A-AFAD-4D2B-A098-4DCE8036FEBB,161205078,1.0000,5
65,03887220-DE32-4F5A-AA84-122E2D536ADB,161205033,1.0000,5
66,03E83E7A-93B9-479F-A167-3DA9FC344FB6,160213639,1.0000,5
67,03E83E7A-93B9-479F-A167-3DA9FC344FB6,160213640,0.0200,5
68,042E858F-C808-4D55-83DB-3BB58E7BC72D,120900123,0.4100,4
69,042E858F-C808-4D55-83DB-3BB58E7BC72D,160306353,0.0100,5
70,04337AA0-16F7-4F15-9FBE-E01A2AD181A2,110400239,1.0000,3
71,04337AA0-16F7-4F15-9FBE-E01A2AD181A2,110400240,0.1300,5
72,044FFB57-CEEB-4333-85C0-8C94DBB09D29,160602663,0.7300,3
73,04505F94-D7BE-4A6A-B913-F26F288F5B4C,160703142,0.0900,5
74,04505F94-D7BE-4A6A-B913-F26F288F5B4C,160903356,0.6300,5
76,045DECCF-2780-49FB-A603-64B54EB6103E,170109008,1.0000,5
77,048DE17D-A7F3-4E1A-B52A-40410DA00135,160604278,1.0000,2
78,048DE17D-A7F3-4E1A-B52A-40410DA00135,160604279,1.0000,2
79,049473A6-942E-4BB4-9B08-BCDEBC81CB51,151002988,1.0000,5
80,049B5681-3B79-4BA9-B78E-C8786553BD50,160303792,0.0000,5
81,04BF3BCA-E1E0-4E72-B357-927109EEC23E,170108218,1.0000,5
84,05654119-1C07-463C-B8AF-00B6D0323D8B,110400240,0.1900,4
85,058F6F42-6A18-425E-B0AE-A4542EC4D097,120702048,1.0000,4
86,058F6F42-6A18-425E-B0AE-A4542EC4D097,160303792,1.0000,5
88,05A851CF-2019-472E-B5BA-26BC30185213,160601782,0.4200,4
89,05A851CF-2019-472E-B5BA-26BC30185213,160815058,0.9200,3
90,05A851CF-2019-472E-B5BA-26BC30185213,170200631,0.6000,5
92,05B17690-9099-4CEF-AEC3-DF315B8FE3BC,161205078,1.0000,4
93,05BBDA01-D422-4ECA-8999-0959FA335966,170105888,1.0000,3
95,05CB758C-1D11-4E4E-9D8A-31C6B0E74BBC,170108491,1.0000,1
96,05CB758C-1D11-4E4E-9D8A-31C6B0E74BBC,170108492,1.0000,5
97,05F4B3A8-2C8F-491F-8AE6-077840752583,160604067,0.3200,5
98,061E3F51-9F6B-4257-91CA-95F051AC726C,140600122,1.0000,4
100,0643F35D-E3D6-4E47-80AD-E003C7B90286,160305086,0.9900,4
