"Review ID","Member ID","Book ID","Percentage Completed","Review Rating"
1,000082D9-E62A-45F3-B885-47668D96660D,170201544,1.0000,5
2,002326C3-A6BA-498D-B4F8-8D1FAACFB4EB,130600464,1.0000,4
5,002326C3-A6BA-498D-B4F8-8D1FAACFB4EB,141008164,1.0000,4
10,00676026-9C48-4198-B3F1-303EC7622565,170101806,1.0000,4
15,00A40CDA-F3AF-4194-A4AF-3BE5F8ECB2A0,160303792,1.0000,5
16,00A40CDA-F3AF-4194-A4AF-3BE5F8ECB2A0,170201831,1.0000,3
24,00EF1E9B-CE2C-495C-932B-CE67ECDA9B16,170201532,1.0000,5
26,01161C06-8DD1-4F9E-AE6B-8769411FCF66,161004779,1.0000,5
33,018788DB-0171-4BF3-8C01-348FBF777660,141102286,1.0000,1
39,02115A19-7B31-4D72-8D79-9508DD0BAB60,130703069,1.0000,4
42,024C3288-4568-45F8-9ACA-AB1959E78E4D,161103285,1.0000,5
43,024C3288-4568-45F8-9ACA-AB1959E78E4D,170100574,1.0000,5
44,024C3288-4568-45F8-9ACA-AB1959E78E4D,170100576,1.0000,2
45,024C3288-4568-45F8-9ACA-AB1959E78E4D,170104883,1.0000,4
47,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114149,1.0000,4
50,02C57E7C-02B3-4DF0-9B49-FD178F4A348D,140114152,1.0000,4
51,02E30AF5-8AA3-4052-A5C5-1605DF381828,140600122,1.0000,5
52,02E30AF5-8AA3-4052-A5C5-1605DF381828,150601763,1.0000,4
53,02E30AF5-8AA3-4052-A5C5-1605DF381828,150800001,1.0000,5
54,02E30AF5-8AA3-4052-A5C5-1605DF381828,150901380,1.0000,5
55,02E30AF5-8AA3-4052-A5C5-1605DF381828,161205078,1.0000,5
58,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,161106044,1.0000,5
59,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,170200676,1.0000,1
60,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,170201690,1.0000,5
61,02EBAFE4-33BD-4312-9586-E71B43BDC4B4,170201692,1.0000,1
62,02FAAA42-79BD-4617-8AE3-42BE8199BF2F,140702603,1.0000,4
64,037F7C1A-AFAD-4D2B-A098-4DCE8036FEBB,161205078,1.0000,5
65,03887220-DE32-4F5A-AA84-122E2D536ADB,161205033,1.0000,5
66,03E83E7A-93B9-479F-A167-3DA9FC344FB6,160213639,1.0000,5
70,04337AA0-16F7-4F15-9FBE-E01A2AD181A2,110400239,1.0000,3
76,045DECCF-2780-49FB-A603-64B54EB6103E,170109008,1.0000,5
77,048DE17D-A7F3-4E1A-B52A-40410DA00135,160604278,1.0000,2
